timestamp,merchant_name,category,amount,currency
2024-04-11 14:12:13+00:00,MacxiPA,Restaurants,-3.25,EUR
2024-04-11 14:52:09+00:00,Pimp My Trip,Travel & Transportation,-25.0,EUR
2024-04-11 16:27:23+00:00,Mercadona,Groceries,-12.56,EUR
2024-04-11 20:21:45+00:00,Samosa Indian Tandoori,Restaurants,-16.29,EUR
2024-04-12 10:58:48+00:00,Resident Advisor,Entertainment,-11.3,EUR
2024-04-12 12:07:14+00:00,Bar Estacion Central,Restaurants,-1.7,EUR
2024-04-12 12:49:59+00:00,Ferrocarrils de la Generalitat Catalunya,Travel & Transportation,-56.0,EUR
2024-04-12 13:47:52+00:00,Restaurante Noru,Restaurants,-14.0,EUR
2024-04-12 13:59:09+00:00,Montserrat Visita,Entertainment,-6.2,EUR
2024-04-12 17:51:56+00:00,Montserrat Visita,Entertainment,-5.1,EUR
2024-04-12 20:13:47+00:00,honest greens,Restaurants,-12.4,EUR
2024-04-13 03:10:30+00:00,The Garage Club,Entertainment,-25.0,EUR
2024-04-13 03:12:16+00:00,The Garage Club,Entertainment,-2.0,EUR
2024-04-13 03:14:42+00:00,The Garage Club,Entertainment,-10.0,EUR
2024-04-13 03:33:03+00:00,The Garage Club,Entertainment,-3.0,EUR
2024-04-13 04:52:10+00:00,The Garage Club,Entertainment,-6.0,EUR
2024-04-13 05:14:28+00:00,The Garage Club,Entertainment,-6.0,EUR
2024-04-13 05:54:55+00:00,The Garage Club,Entertainment,-6.0,EUR
2024-04-13 06:18:52+00:00,The Garage Club,Entertainment,-6.0,EUR
2024-04-13 15:14:46+00:00,Las Ramblas,Restaurants,-16.55,EUR
2024-04-13 17:26:30+00:00,Premmia Mercat,Groceries,-2.05,EUR
2024-04-13 18:49:46+00:00,YEGO,Travel & Transportation,-10.23,EUR
2024-04-13 20:34:18+00:00,YEGO,Travel & Transportation,-6.27,EUR
2024-04-13 20:39:18+00:00,Lestupenda,Restaurants,-11.5,EUR
2024-04-13 20:55:45+00:00,McDonald's,Restaurants,-4.51,EUR
2024-04-13 21:14:51+00:00,YEGO,Travel & Transportation,-3.96,EUR
2024-04-14 10:06:30+00:00,Restaurant Can Jane,Restaurants,-17.3,EUR
2024-04-14 13:02:42+00:00,Suma Supermercados,Groceries,-2.94,EUR
2024-04-14 14:30:54+00:00,Tabacos,Shopping,-12.6,EUR
2024-04-14 15:16:29+00:00,Bar Josep,Restaurants,-16.9,EUR
2024-04-14 15:40:31+00:00,Productes Artesans Cal,Restaurants,-2.1,EUR
2024-04-14 18:29:35+00:00,Vidreres C 35 Dir. Granol,Travel & Transportation,-19.63,EUR
2024-04-14 19:26:55+00:00,Madonna Gelateria,Restaurants,-3.8,EUR
2024-04-14 20:44:22+00:00,SumUp,Shopping,-3.0,EUR
2024-04-14 21:59:06+00:00,Cred Area De Montcada Sur,Travel & Transportation,-16.85,EUR
2024-04-14 23:52:02+00:00,Musta Shawarma,Restaurants,-17.9,EUR
2024-04-15 00:12:07+00:00,YEGO,Travel & Transportation,-5.61,EUR
2024-04-15 16:26:31+00:00,Mercadona,Groceries,-8.07,EUR
